Authority values
31569238: 0.000338091
31577420: 0.000130494
31610146: 0.000733779
31636479: 0.000595069
31636848: 0.000416281
31650190: 0.00388578
31658279: 0.00147789
31663840: 0.000820842
31664664: 0.000121781
31668122: 0.000362501
31677649: 0.000251579
31678826: 0.00715839
31709448: 0.000117373
31725590: 0.0117468
31728301: 0.000698957
31730141: 0.000784598
31742560: 0.000653993
31743621: 0.00159945
31747219: 0.0012181
31752851: 0.00164282
31755294: 0.00123807
31757870: 0.00354608
31763539: 0.00390078
31767685: 0.000403009
31780994: 0.00208285
31790199: 0.000284008
31805568: 0.000833082
31810774: 0.000937231
31811932: 0.000937231
31816986: 0.000874721
31822809: 0.00162972
31824610: 0.00122586
31824711: 0.000653916
31835455: 0.000937231
31837013: 0.000348078
31838092: 0.000159587
31849660: 6.89396e-05
31850859: 0.000217742
31884571: 0.00323261
31887060: 0.000304906
31900926: 0.000264314
31909991: 0.000193029
31920344: 0.000588431
31931350: 0.00141116
31941849: 0.00556537
31946401: 0.00133539
31953830: 0.000156501
31957540: 0.00037821
31967625: 0.00196749
31968685: 0.00085311
31997659: 0.000653993
32001290: 0.00108528
32001451: 0.000842657
32014455: 0.000513855
32016142: 0.000582922
32036759: 0.000456747
32055949: 0.000931779
32058739: 0.00179953
32062022: 0.00662801
32064153: 0.000243325
32097578: 0.000879289
32101022: 0.000760733
32111066: 1.59079e-05
32114333: 0.00115407
32126237: 0.000701704
32137954: 0.000770849
32175313: 0.00061027
32175320: 0.00061027
32177451: 0.00439519
32177714: 0.000362658
32211950: 0.00624213
32213033: 0.000559819
32235314: 0.000528243
32242976: 0.0015106
32263799: 0.0259316
32266435: 0.000532411
32266841: 0.00116785
32268247: 0.00136267
32273297: 0.000503658
32273828: 0.00140932
32286842: 0.00112611
32305378: 0.00311896
32313645: 0.00241304
32339000: 0.00186154
32345415: 5.15066e-05
32375021: 0.00148351
32389862: 0.000612452
32391816: 0.000200768
32405139: 0.000362658
32408261: 0.000538973
32445705: 0.000206315
32482003: 0.00104505
32484195: 0.00452035
32487176: 0.000501154
32497199: 0.000770613
32522349: 0.00637613
32525551: 0.00212701
32527374: 0.00025044
32547823: 0.00046408
32635231: 0.000282314
32647788: 0.000402292
32653466: 0.0118947
32659664: 0.000402292
32684937: 0.000211104
32686054: 1.04895e-169
32708509: 0.000402292
32731371: 0.00610047
32735547: 0.00097664
32742887: 0.000116429
32762028: 0.000304906
32777860: 0.000510692
32784561: 0.000419454
32786332: 0.00155763
32805278: 0.00115652
32817772: 0.00025044
32829967: 9.63644e-05
32843979: 0.00938664
32859669: 0.00200283
32866004: 0.000381461
32878328: 0.000123646
32905383: 0.00118558
32943573: 0.000304906
32944830: 0.0348261
32993030: 0.000519079
32997146: 0.00194525
33004839: 0.000343091
33028665: 0.000161737
33028674: 0.00123333
33035143: 0.000731602
33038839: 0.000815833
33039125: 0.000559819
33061507: 0.000306441
33062988: 0.00280658
33066325: 0.000251579
33073627: 0.000402292
33076088: 7.61234e-05
33081247: 0.00131907
33094327: 0.0208568
33094374: 0.0336626
33120558: 0.000519003
33121168: 0.000343091
33127976: 0.00238741
33130834: 0.000269563
33141229: 0.0004323
33146082: 0.00403904
33147467: 0.00637674
33151668: 0.0745912
33153150: 0.000159587
33184226: 0.000395676
33186216: 0.000784047
33190161: 0.000937231
33198573: 0.00470439
33203756: 0.000502528
33206918: 0.00225602
33206932: 0.00141056
33207029: 0.00256902
33241197: 0.000888743
33245313: 0.000635871
33258950: 0.000211104
33260734: 0.00228438
33263419: 0.000121781
33275631: 0.00282675
33277099: 0.00118652
33278730: 0.00028361
33299895: 0.000515112
33301788: 0.000178271
33301796: 0.000211104
33305257: 0.00118652
33308932: 8.85012e-05
33308964: 8.85012e-05
33313030: 0.000282314
33324193: 0.000456747

Hub values
25: 0.00124323
307: 0.00398358
308: 0.00535575
324: 0.00478268
334: 0.00183451
586: 0.0164317
593: 0.00437421
624: 0.00579073
658: 0
662: 0.00787738
689: 0.0318883
698: 0.0222277
736: 0.0130206
737: 0.0243488
738: 0.0168241
752: 0.00418782
775: 0.00315669
800: 0.00439169
808: 0.0128621
848: 0.0108813
849: 0.00530307
852: 0.0113011
856: 0.0481787
864: 0.00261909
887: 0.0103481
890: 0.0077959
894: 0.00189532
897: 0.013101
898: 0.00347747
904: 0.0316122
909: 0.00256319
911: 0.0104749
914: 0.000522954
924: 0.000269309
984: 0.00671407
1148: 0.00430738
1170: 0.0116724
1187: 0.0012526
1196: 0.00248453
1208: 0.0100085
1212: 0.00865247
1214: 0.0164522
1216: 0.0166352
1217: 0.0185609
1227: 0.00137383
1260: 0.00277643
1336: 0.000589926
1344: 0.00244677
1397: 0.0144727
1400: 0.00910945
1445: 0.0209414
1446: 0.0102357
1449: 0.0124318
1466: 0.00178821
1495: 0.0101703
1520: 0.0311212
1627: 0.0151422
1644: 0.0448757
1701: 0.0034064
1806: 0.00472363
1814: 0.00555936
1859: 0.00668724
1897: 0.0143571
1937: 0.00630022
1943: 0.000538044
1944: 0.0016518
1955: 0.0124077
1975: 0.00445867
1980: 0.0210076
1988: 0.00596212
1998: 0.0166733
2053: 0.00515635
2067: 0.0184302
2082: 0.00911404
2117: 0.00553081
2140: 0.00513226
2141: 0.0171647
2234: 0.00235204
2241: 0.000685516
2275: 0.0061201
2321: 0.0134422
2362: 0.000938575
2400: 0.0196077
2422: 0.00390846
2508: 0.0198439
2563: 0.0017831
2581: 0.00895819
2616: 0.00107004
2760: 0
2795: 0.0114261
2807: 0.00608203
2815: 0.00998999
2861: 0.0193301
2893: 0.000597354
2923: 0.0177511
2963: 0.0202997
2987: 0.00572473
3003: 0.0113267
3079: 0.00371279
3138: 0.0179912
3214: 0.00222613
3226: 0.0145867
3229: 0.00270911
3292: 0.0246197
3295: 0.0354879
3343: 0.019493
3354: 0.0380687
3356: 0.0118765
3364: 0.00438425
3365: 0.00412573
3382: 0.0141229
3383: 0.0436346
3392: 0.0307722
3415: 0.0218119
3433: 0.0141935
3454: 0.0213038
3455: 0.0212521
3460: 0.0117364
3464: 0.00799543
3469: 0.0157957
3708: 0.0107074
3712: 0.0176041
3735: 0.0016472
3736: 0.0142756
3742: 0.0221103
3743: 0.00788499
3746: 0.00418449
3747: 0.0110367
3772: 0.00594017
3838: 0.00234674
3921: 0.00909368
3933: 0.00391206
3965: 0.00626891
3970: 0.00440886
3973: 0.0076943
3992: 0.0077223
4059: 0.00317322
4146: 0.012352
4157: 0.0130806
4158: 0.0013334
4163: 0.0149564
4179: 0.0147539
4243: 0.00809249
4268: 0
4290: 0.000712264
4339: 0.00812607
4348: 0.0164991
4349: 0.00584745
4356: 0.00272158
4446: 0.000729776
4473: 0.0197005
4484: 0.0095141
4492: 0.0101114
4721: 0.0476813
4739: 0.0022103
4752: 0.0279485
4801: 0.0122062
4887: 0.0419332
4917: 0.00929414
5046: 0.0278694
5134: 0.00860539
5142: 0.00587069
5165: 0.00981759
5188: 0.0324118
5213: 0.0168718
5222: 0.0134208
5244: 0.000518315
5278: 0.0191067
5287: 0
5321: 0.0404444
5322: 0.0187733
5377: 0.01141
5405: 0.0343678
5407: 0.0296915
5447: 0.00721856
5468: 0.0161305
5478: 0.0139144
5488: 0.0137406
5489: 0.0360289
5500: 0.0172693
5520: 0.00585105
5541: 0.00254631
5573: 0.0363981
5593: 0.0461001
5643: 0.0102815
5668: 0.00184098
5672: 0.00813388
5680: 0.000553778
5685: 0.0203462
5695: 0.0153386
5702: 0.0113423
5724: 0.0176126
5739: 0.00772705
5760: 0.0112924
5771: 0.00101666
5796: 0.00816887
5813: 0.00163115
5865: 0.0622797
5867: 0.0205455
5879: 0.00430839
5882: 0.0322809
5884: 0.00329583
5931: 0.0271696
5945: 0.00966417
5950: 0.0325516
5955: 0.00917248
5999: 0.0121753
6017: 0
6059: 0.0052579
6088: 0.0121571
6095: 0.0104075
6102: 0.00456547
6220: 0.000309223
6250: 0.0131185
6288: 0.00725906
6293: 0.0373896
6310: 0.0143767
6321: 0.00517712
6429: 0.0143651
6458: 0.000275751
6522: 0
6546: 0.0129432
6631: 0.00398615
6653: 0.00659469
6656: 0.00477368
6660: 0.0035179
6690: 0.0277556
6829: 0.00456167
6882: 0.00423733
6883: 0.0141799
6886: 0.0236529
6945: 0.00100039
6950: 0.000162063
7056: 0.0149741
7129: 0.00930243
7142: 0.000111333
7160: 0.0334425
7172: 0.00552951
7237: 0.00804722
7239: 0.00441592
7294: 0.00909143
7299: 0.0187819
7485: 0.0334392
7593: 0.0150486
7681: 0.00858693
7701: 0.0119312
7742: 0.011456
7786: 0.00218829
7818: 0.000302702
7885: 0.00752333
7925: 0.00442007
7930: 0.0137906
7931: 0.0036076
7955: 0.00248314
7978: 0.0083662
8060: 0.0258889
8072: 0.00215038
8081: 0.0129161
8091: 0.00462714
8103: 0.0205777
8130: 0
8131: 3.59323e-05
8167: 0.00438875
8193: 0.00223178
8209: 0.0148237
8214: 0.00245413
8242: 0.012251
8243: 0.00806093
8256: 0.0129736
8266: 0.000155781
8276: 0.00337083
8305: 0.000867331
8339: 0.00637367
8377: 0.0142423
8378: 0.000208823
8411: 0.000181012
8418: 0.013782
8506: 0.013699
8522: 0.0202135
8533: 0.00380991
8537: 0.00277274
8603: 0.00108672
8618: 0.00611811
8622: 0.00119144
8630: 0.0203093
8674: 0.013162
8691: 0.000276129
8713: 0.015669
8743: 0.0057996
8783: 0.011115
8828: 0.00666516
8900: 0.0247665
8922: 0.00243873
8949: 0.0323767
8971: 0.010801
8996: 0.00400212
9228: 0.0121366
9230: 0.0286186
9239: 0.0637405
9251: 0.0105934
9252: 0.0170619
9253: 0.0104605
9261: 0
9262: 0.00479663
9277: 0.00129909
9316: 0.0520909
9317: 0.0531685
9334: 0.0222114
9356: 0.0352718
9366: 0.0264829
9424: 0.0202677
9472: 0.0211507
9476: 0.00513598
9495: 0.00159696
9499: 0.00333411
9508: 0.0133456
9532: 0.00112184
9578: 0.0271434
9581: 0.00722198
9602: 0.0119528
9606: 0.0059984
9632: 0.00817428
9646: 0.00527185
9649: 0.00594704
9663: 0.00278773
9696: 0.00271026
9709: 0.00373048
9737: 0.0354526
9738: 0.0272269
9739: 0.0112423
9781: 0.00493502
9833: 0.00391086
9845: 0.0146782
9954: 0.0344945
9974: 0.0165524
9995: 0.0106023
10008: 0.00081224
10085: 0.00191725
10106: 0.017261
10186: 0.0271227
10214: 0
10258: 0.00409705
10263: 0.000414999
10294: 0.00318498
10380: 0.0298808
10501: 0.0168195
10531: 0.0208157
10577: 0.0467931
10696: 0.00606244
10712: 0.0279518
10715: 0.0103255
10779: 0.00703426
10826: 0.00600198
10854: 0.00726318
10913: 0.0043286
11038: 0.00358584
11042: 0.00114415
11049: 0.0103285
11121: 0.0101107
11127: 0.0147329
11162: 0.00793026
11168: 0.00426531
11186: 0.00424365
11225: 0.00350406
11250: 0.017441
11298: 0.00180904
11319: 0.0011834
11370: 0.0106447
11384: 9.14097e-05
11448: 0.0215889
11461: 0.0133162
11523: 0.020135
11542: 0.0409451
11545: 0.00132742
11558: 0.00451078
11592: 0.00360564
11616: 0.00700332
11631: 0.00512258
11632: 0.0182034
11657: 0.0199905
11807: 0.000337932
11846: 0.00217355
11857: 0.00700861
11866: 0.0191721
11867: 0.03517
11874: 0.00767763
11878: 4.57209e-05
11879: 0.000319884
11891: 0.00879613
11958: 0.00264553
11968: 0.0112794
11974: 0.0223213
11985: 0.017583
12047: 0.0101372
12098: 0.00430565
12102: 0.00859013
12104: 0.0104663
12108: 0.0221268
12166: 0.0109272
12176: 0.00407546
12229: 0.00462158
12231: 0.000385549
12233: 0.0171228
12240: 0.0356834
12242: 0.00926655
12334: 0.0074997
12343: 0.00672992
12365: 0.00179391
12367: 0.00275842
12431: 0.0087901
12454: 0.00745971
12460: 0.00501078
12466: 0.00657914
12533: 0.0105794
12570: 0.00444259
12577: 0.00493096
12581: 0.000776189
12601: 0.00544611
12611: 0.00840703
12616: 0.000701436
12617: 0
12628: 0.0141009
12674: 0.0233018
12701: 0.0172421
12702: 0.00408305
12730: 0.00548401
12731: 0.00790532
12775: 0.00059121
12783: 0.00310479
12787: 0.00553417
12808: 0.00563694
12850: 0.00358172
12855: 0.00525825
12920: 0.00601601
12921: 0.000204599
13049: 0.00180309
13072: 0.000247377
13084: 0.00947952
13191: 0.0112177
13243: 0.000278616
13255: 0.00478695
13257: 0.00014401
13263: 0.010868
13270: 0.0109786
13275: 0.0180267
13287: 0.00886818
13311: 9.16459e-05
13371: 0.00713847
13383: 0.00229884
13404: 0.00944434
13443: 0.00584448
13445: 0.00596252
13459: 0.0151475
13460: 0.00696042
13467: 0.0402377
13525: 0.00393656
13543: 0.0123408
13567: 0.0133599
13575: 0.00161056
13586: 0.00717281
13595: 0.00391714
13615: 3.36445e-05
13658: 0.005681
13682: 0.0248623
13694: 0.0273078
13696: 0.0109199
13729: 0.00547583
13774: 0.00599026
13828: 0.00528569
13894: 0.00476183
13964: 0.0199821
13998: 0.00145032
14024: 0.00272581
14073: 0.012474
14121: 0.00175391
14135: 0.0016545
14155: 0.00435933
14197: 0.0291119
14207: 0.00881369
14358: 0.00184681
14384: 0.0024092
14392: 0.00938295
14466: 0.00307242
14532: 0.0413056
14533: 0.0233437
14537: 0.00298534
14539: 0.0267379
14543: 0.004179
14554: 5.69223e-05
14560: 0.0212639
14569: 0.000452997
14579: 0.0139152
14580: 0.0257039
14617: 0.0287693
14627: 0.00424751
14629: 0
14653: 0.0342425
14726: 0.0091742
14727: 0.0209137
14730: 0.0149916
14734: 0.00569793
14737: 9.34176e-05
14739: 0.0159784
14742: 0.0018462
14744: 0.00660123
14749: 0.00694222
14775: 0.0130324
14834: 0.00020142
14836: 0.00570948
14837: 0.0042518
14849: 0.0284136
14858: 0.00239419
14871: 0.0588375
14875: 0.0170013
14896: 0.00086963
14914: 0.0225272
14996: 0.0310207
15022: 0.00484455
15029: 0.00928293
15032: 0.0122065
15043: 0.00742817
15046: 0.00293931
15066: 0.00633935
15067: 0.00231758
15070: 0.00761021
15097: 0.00599915
15144: 0.0628835
15167: 0.0138128
15176: 0.0161793
15181: 0.0142868
15210: 0.00395473
15215: 0.0309803
15231: 0.0316599
15236: 0.0121827
15251: 0.0235385
15285: 0.000905708
15292: 0.0127767
15317: 0.00628966
15318: 0.0183828
15323: 0.00216322
15454: 0.0152021
15476: 0.00600417
15573: 0.0210418
15604: 0.00736356
15613: 0.00868806
15614: 0.00418763
15622: 0.00390729
15624: 0.0200781
15626: 0.00297403
15630: 0.00351484
15658: 0.00635243
15660: 0.0297531
15693: 0.0130436
15782: 0.00234391
15823: 0.00853545
15826: 0.00111078
15852: 0.00431773
15872: 0.0171736
15928: 0.0068475
15960: 0.0213883
16009: 0.004226
16027: 0.0072527
16043: 0.0159545
16103: 0.00940912
16143: 0.00476551
16215: 0.00262215
16267: 0.00440815
16275: 0.0177479
16290: 0.000507218
16389: 0.00355662
16392: 0.0169792
16459: 0.00958622
16553: 0.00289522
16564: 0.000139629
16615: 0.00632102
16623: 0.000563309
16674: 0.0167456
16716: 0.0130915
16743: 0.00822259
16760: 0.0308006
16772: 0.0141505
16775: 0.0852232
16794: 0.000314096
16808: 0.00481772
16839: 0.000509638
16854: 0.0395533
16871: 0.00850938
16882: 0.0172675
17064: 0.00105707
17080: 0.0131748
17123: 0.0205822
17143: 0.00207044
17152: 0.000688218
17311: 0.016918
17361: 0.0045286
17391: 0.0159007
17392: 0.0143777
17396: 0.00194623
17439: 0.00814177
17453: 0.00712202
17454: 0.0127795
17514: 0.0238427
17515: 0.0309613
17524: 0.00798194
17616: 0.038022
17617: 0.0029825
17618: 0.0077673
17675: 0.0112187
17727: 0.0207242
17730: 0.0166065
17741: 0.00204153
17747: 0.00704884
17748: 0.00149105
17771: 0.0159929
17867: 0.0276997
17871: 0.00933857
17909: 0.00252375
17926: 0.0206705
17933: 0.00561523
17939: 0.00527898
17940: 0.000197346
17950: 0
17956: 0.0102405
18081: 0.0253453
18110: 0.0168314
18130: 0.0321474
18138: 0.0147323
18188: 0.0129103
18213: 0.0074391
18273: 0.00671855
18320: 0.00504259
18365: 7.73124e-05
18366: 0.00286727
18376: 0.0140877
18453: 0.00637718
18508: 0.00126052
18826: 0.00312264
18831: 0.00297861
18836: 0.00784836
18839: 0.0139059
18842: 0.000374377
18858: 0.0244122
18859: 0.0214246
18878: 0.00955082
18879: 0.0153574
18890: 0.0241228
18902: 0.00297425
18909: 0.00794134
18957: 0.0074434
18959: 0.000815504
18964: 0.033907
18987: 0.0154991
18989: 0.00782305
19001: 0.0285318
19036: 1.11308e-05
19038: 0.0559658
19042: 0.00424424
19045: 0.0100337
19053: 0.000732676
19058: 0.014149
19068: 0.00916289
19127: 0.00261079
19137: 0.0199002
19147: 0.0247376
19169: 0.0100719
19189: 0.0112997
19201: 0.022804
19231: 0.0147235
19281: 0.0121993
19323: 0.0422831
19331: 0.00615894
19496: 0.0188108
19545: 0.0176745
19547: 0.00781444
19548: 0.0116829
19553: 0.01654
19555: 0.00154932
19568: 0.00256869
19590: 0.0194103
19673: 0.0296029
19692: 0.0203756
19727: 0.00117334
19766: 0.033588
19834: 0.00159426
19859: 0.0101746
19876: 0.00606937
19877: 0.0117253
19898: 0.0229715
19918: 0.00357055
19938: 0.00202253
19945: 0.0121889
19977: 0.0152409
19996: 0.00978103
19999: 0.00536746
20020: 0.00124189
20023: 0.00554154
20032: 0.00643125
20050: 0.0021046
20055: 0.00393164
20056: 0.00456755
20060: 0.00773249
20063: 0.00535719
20097: 0.00903786
20205: 0.00647325
20206: 0.00953135
20225: 0.00470997
20268: 0.0133988
20287: 0.0128476
20288: 0.0233169
20292: 0.00579412
20319: 0.0187427
20324: 0.00353116
20407: 0.00182194
20412: 0.0055855
20420: 0.00561435
20428: 0.00213537
20479: 0.000635151
20485: 0.0053202
20637: 0.00307466
20640: 0.0302287
20682: 0.00988848
20760: 0.0154564
20832: 0.00329282
20901: 0.0124274
20935: 0.0149433
20947: 0.0237477
20979: 0.00480266
21001: 0.00550793
21017: 0.0069563
21021: 0.0103894
21061: 0.00370298
21073: 0.00930422
21113: 0.010617
21114: 0.00306246
21133: 0.0186646
21139: 0.0494633
21142: 0
21148: 0.0472497
21179: 0.0219816
21181: 0.0122746
21184: 0.0124525
21186: 0.00588406
21197: 0.0141541
21211: 0.00947005
21212: 0.0334727
21216: 0.0231599
21241: 0.0445946
21242: 0.0384067
21243: 0.0219088
21247: 0.013064
21255: 0.0376374
21265: 0.0256752
21274: 0.0128232
21275: 0.0122103
21287: 0.0298581
21302: 0.0267663
21342: 0.00542378
21362: 0.0312199
21373: 0.00816165
21383: 0.0334722
21402: 0.0208844
21422: 0.0116792
21443: 0.00923094
21473: 0.010853
21482: 0.0132327
21488: 0.00104163
21504: 0.00650551
21550: 0.00491447
21559: 0.00464568
21560: 0.00377015
21593: 0
21638: 0.0225585
21648: 0.0289593
21649: 0.021156
21650: 0.00775716
21651: 0.0048651
21654: 0.00908602
21663: 0.00404809
21689: 0.0127991
21694: 0.0216745
21736: 0.0162134
21742: 0.00561633
21780: 0.0112868
21809: 0.0474163
21854: 0.0168198
21888: 0.00178973
21923: 0.00415321
21927: 0.00168295
21939: 0.0240022
21981: 0.00672016
22018: 0.00605113
22026: 0.00746213
22094: 0.00105748
22107: 0.0335289
22126: 0.00516218
22195: 0
22199: 0.0243132
22217: 0.0109509
22218: 0.0289651
22219: 0.0163156
22278: 0.025338
22303: 0.00589625
22344: 0
22348: 0.00425837
22409: 0.0263572
22483: 0.0053029
22497: 0.0140272
22513: 0.00990492
22520: 0.0188595
22522: 0.00039325
22556: 0.0307714
22576: 0.0579102
22591: 0.0100878
22614: 0.000683318
22621: 0.0271745
22641: 0.0111705
22645: 0.011889
22666: 0.00983538
22667: 0.00640057
22722: 0.0016963
22785: 0.000101509
22802: 0.00684208
22918: 0.00537345
22926: 0.0155557
22936: 0.05719
22943: 0.0210086
22948: 0.00423371
22954: 0.00706704
22973: 0.018383
22984: 0.00649781
22989: 0.028491
22997: 0.0142876
23004: 0.00110949
23006: 0.00445727
23033: 0.0371965
23041: 0.033622
23055: 0.0146813
23062: 0.00470548
23069: 0.00411647
23070: 0.0348567
23080: 0.0173087
23203: 0.0339733
23235: 0.0131278
23253: 0.000457665
23273: 0.00664644
23287: 0.0335192
23305: 0.0117265
23312: 0.00699909
23315: 0.0328909
23318: 0.00839094
23319: 0.0126428
23324: 0.00580085
23332: 0.0332676
23372: 0.0248479
23440: 0.0503496
23450: 0.00296307
23486: 0.00335946
23487: 9.37793e-05
23503: 0.00701553
23508: 0.00552269
23535: 0.00267795
23550: 0.0110426
23588: 0.00588843
23604: 0.0162221
23617: 0.00296654
23619: 0.000323083
23634: 0.000168325
23659: 0.00710325
23665: 0.00237455
23688: 0.0177134
23716: 0.00764265
23749: 0.010768
23805: 0.0207327
23824: 0.0104098
23844: 0.0136227
23906: 0.00835498
23922: 0.014555
23932: 0.000987727
23939: 0.00999112
23980: 0.00331462
24047: 0.000124006
24075: 0.00955406
24077: 0.0193376
24080: 0.00668772
24107: 0.00642045
24110: 0.0405867
24113: 0.0260455
24117: 0.013793
24131: 0.0170149
24144: 0.00181924
24145: 0.00588306
24150: 0.00867411
24170: 0.0075618
24176: 0.00231657
24209: 0.00100055
24230: 0.00845614
24265: 0.00168245
24281: 0.0176673
24304: 0.0071446
24306: 0.0148845
24355: 0.00803297
24398: 0
24403: 0.0161726
24419: 0.00104107
24438: 0.00181975
24451: 0.0134273
24471: 0.008743
24518: 0.00766508
24573: 0.0286095
24632: 0.00284186
24668: 0.00199348
24714: 0.000303278
24787: 0.00867041
24808: 0.00845583
24872: 0.0249245
24886: 0.00800301
24893: 0.0100471
24894: 0.005376
24951: 0.0377509
24975: 0.0164498
25002: 0.00308808
25009: 0.0172821
25080: 0.00125806
25101: 0.018719
25121: 0.00356361
25122: 0.0110074
25169: 0.00551253
25204: 0.0221274
25213: 0.00325451
25215: 0.0123154
25231: 0.0204704
25233: 0.00853356
25254: 0.00578901
25381: 0.00151573
25385: 0.00950215
25406: 0.0151854
25410: 0.0174935
25417: 0.0152265
25424: 0.0045119
25432: 0.00438813
25433: 0.0164155
25441: 0.00943778
25445: 0.0659909
25458: 0.0131584
25493: 0.00276573
25520: 0.0132362
25536: 0.0612686
25676: 0.014371
25679: 0.0254475
25734: 0.0346389
25736: 0.00546955
25739: 0.00926681
25748: 0.00708357
25750: 0.00559251
25825: 0.0309931
25831: 0.00268142
25832: 0.00236798
25945: 0.0173648
25978: 0.0012957
26003: 0.00032987
26023: 0.00752866
26061: 0.0150663
26094: 0.00649452
26163: 0.00330393
26308: 0.0154835
26327: 0.00237381
26328: 0.00876135
26367: 0.00430274
26388: 0.00120514
26444: 0.00464176
26531: 0.00869984
26547: 0.02227
26558: 0.0102972
26589: 0.00561524
26667: 0.048884
26669: 0.000152992
26678: 0.00769446
26687: 0
26709: 0.0072648
26714: 0.0254578
26715: 0.0133555
26716: 0.00524719
26740: 0.0091631
26741: 0.0173974
26746: 0.0087806
26748: 0.0287501
26753: 0.00176325
26763: 0.000278732
26764: 0.00102588
26779: 0.0420664
26783: 0.00098628
26830: 0.0209682
26873: 0.000548472
26884: 0.0021618
26940: 0.0164107
26941: 0.0115715
26957: 0.000339245
26976: 0.0278559
26977: 0.0189985
26980: 0.0194989
26989: 0.0177831
26994: 0.0293809
26997: 0.00885027
27008: 0.0389162
27019: 0.0342295
27024: 0.0154809
27058: 0.00680922
27065: 0.00258403
27113: 0.0145956
27114: 0.0112014
27117: 0.00193351
27119: 0.0128007
27127: 0.0197427
27158: 0.0067335
27159: 0.00596247
27165: 0.0107367
27198: 0.00501109
27238: 0.0228205
27248: 0.0248954
27278: 0.00133576
27308: 0.0214495
27318: 0.0160695
27338: 0.036924
27378: 0.00937667
27380: 0.00533327
27441: 0.0107521
27481: 0.00031746
27567: 0.0113278
27633: 0.00235156
27643: 0.00818128
27675: 0.0040527
27683: 0.0100994
27686: 0.0116476
27687: 0.0119141
27709: 0.000366141
27718: 0.0115631
27751: 0.0283837
27838: 0.000422091
27848: 0.0126662
27859: 0.00203323
27862: 0.0137266
27884: 0.0037195
27964: 0.0219739
28013: 0.0190446
28148: 0.0136736
28175: 0.0118014
28189: 0.00324677
28207: 0.013031
28284: 0.00269317
28301: 2.61787e-05
28314: 0.00861649
28368: 0.0119043
28397: 0.0225382
28412: 0.00553693
28443: 0.0147067
28480: 0.00202234
28482: 0
28485: 0.00315489
28504: 0.0148833
28565: 0.00792492
28684: 0.00419776
28704: 0.00323299
28706: 0.0153957
28722: 0.0067765
28738: 0.00266236
28825: 0.0345471
28830: 0.00152276
28887: 0.0102543
28894: 0.00149878
28916: 0.00933404
28942: 0.00806453
28951: 0.0176195
28967: 0.00401921
28987: 0
28994: 0.00500643
29035: 0.0124506
29036: 0.0179055
29071: 0.00560961
29107: 0.00126674
29123: 0.00435474
29144: 0.00661058
29215: 0.0038831
29263: 0.0127884
29301: 0.00323796
29376: 0.0285022
29469: 0.0119196
29540: 0.00825337
29585: 0.000193876
29588: 0.00130562
29631: 0.0135481
29656: 0.00928336
29773: 0.00953682
29778: 0.0125623
29780: 0.000813103
29789: 0.0612596
29810: 0.0273932
29816: 0.0143432
29823: 0.000753663
29831: 0.0156535
29944: 0.00695247
29970: 0.0221824
30003: 0.0115355
30009: 7.47358e-05
30010: 0.0422716
30011: 0.0118461
30012: 0.00635993
30034: 0.00489744
30040: 0.0224521
30042: 0.0146326
30043: 0.0123542
30054: 0.00472503
30057: 0.0185633
30107: 0.0201932
30128: 0.0127463
30188: 0.0227627
30217: 0.0252322
30227: 0.0232327
30273: 0.0136582
30297: 0.0169889
30305: 0.00248409
30309: 0.00445521
30339: 0.0209079
30342: 0.0031987
30387: 0.00626479
30388: 0.00414939
30395: 0.0155161
30400: 0.000449
30463: 0.000874595
30475: 0.0153256
30479: 0.00268747
30538: 0.00526795
30638: 0.000997772
30654: 0.00172183
30657: 0.00317768
30677: 0.000979674
30747: 0.00533782
30837: 0.00219248
30906: 0.0104679
30932: 0.00179835
30936: 0.0251714
30967: 0.00123201
30978: 0.00146487
30984: 0.00241759
30990: 0.00265654
31034: 0.00219693
31119: 0.00141059
31126: 0.000931106
31127: 0.00930675
31140: 0.00217342
31161: 0.00782354
31187: 0.00953922
31214: 0.00100625
31247: 0.0120136
31281: 0.00041335
31302: 0.0096032
31306: 0.00126346
31389: 0.00620808
31428: 0.00785795
31516: 0.0066291
31532: 0.0148027
31550: 0.0116242
31562: 0.0050882
31577: 0.0113721
31600: 0.00339458
31627: 0.00301915
31643: 0.00416551
31644: 0.0173676
31653: 0.00615008
31656: 0.00328037
31658: 0.00188838
31717: 0.0727205
31723: 0.0394265
31730: 0.0201156
31737: 0.0108293
31740: 0.0165176
31742: 0.0232767
31746: 0
31756: 0.0206115
31769: 0.0225357
31780: 0.00107172
31792: 0.000268654
31797: 0.0107218
31816: 0.0135901
31873: 0.00416551
31907: 0.00416551
31922: 0.0334089
31928: 0.00471982
31956: 0.0319589
31958: 0.00598365
31979: 0.0097322
31990: 0.00293497
32005: 0.0260942
32070: 0.0242084
32073: 0.0210174
32087: 0.0318467
32090: 0.0189663
32113: 0.0145481
32188: 0.00895118
32212: 0.0271954
32237: 0.0141275
32239: 0.000203344
32277: 0.00557732
32306: 0.0115355
32307: 0.00701181
32408: 0.00977565
32410: 0.00840209
32413: 0.00809329
32432: 0.0307285
32433: 0.0129508
32441: 0.0240543
32443: 0.0291214
32489: 0.0125731
32494: 0.0069307
32498: 1.11308e-05
32502: 0.00574206
32517: 0.0103678
32549: 0.000267637
32567: 0.00109232
32571: 0.0225181
32581: 0.00935386
32616: 0.00569667
32628: 0.00499827
