Authority values
237036: 0.0143454
237576: 0.00131609
237606: 0.0018102
237631: 0.00297703
237837: 0.00157738
238338: 0.00187773
238341: 0.00300403
238357: 0.000177192
238584: 0.000211104
238604: 0.00415949
238663: 0.0014626
238775: 0.00184535
238781: 0.00310973
239039: 0.000768444
239098: 0.00686634
239138: 0.000211104
239140: 0.000211104
239224: 0.000925211
239336: 0.000732564
239587: 0.00156173
239646: 0.00722601
239863: 0.0023894
240013: 0.00134967
240146: 0.00842796
240527: 0.00389658
240841: 0.00119977
241157: 0.00199452
241896: 0.00255766
241965: 0.000177192
242046: 0.00111954
242068: 0.00205025
242080: 0.0015569
242098: 0.00123881
242171: 0.00105861
242257: 0.00198092
242406: 0.00783658
242666: 0.0011121
242701: 0.00599324
242759: 0.000974641
242908: 0.00238353
243749: 0.0044741
244345: 0.00116448
244374: 0.0217903
244884: 0.00243522
244967: 0.0135762
245107: 0.00561953
245583: 8.26603e-05
245584: 0.000752719
246132: 0.00265277
246339: 0.00218932
246567: 0.000847085
246847: 0.000833082
246942: 0.000798944
246991: 0.000268177
247120: 0.00376365
247332: 0.00420148
247817: 0.0010541
248056: 0.00272835
248175: 0.00207254
248446: 0.00117166
248543: 0.0168483
248611: 0.000306441
248700: 0.00156809
249858: 0.00192131
249886: 0.000835573
249956: 0.00201495
250363: 0.00727865
251119: 0.00840709
251237: 0.00285907
251297: 0.00110529
251427: 0.00708757
251713: 0.00120331
252301: 0.00069589
252307: 0.000159587
252451: 0.00356522
252579: 0.00813099
252712: 0.00176075
253295: 0.0126366
253375: 0.0095724
253377: 0.00606989
253417: 0.00132095
254054: 0.000692467
254059: 0.000879593
254085: 0.00129804
254141: 0.000833905
254496: 0.00339382
254627: 0.00148563
254812: 0.000554428
254867: 0.00338846
255244: 0.00141547
255385: 0.0118706
255413: 0.00214281
255669: 0.00164568
255709: 0.00440533
255840: 0.00227472
255849: 0.0038802
255874: 0.00162579
255898: 0.00154362
255919: 0.0118358
256550: 0.000159587
256702: 0.00938553
256906: 0.00322048
256913: 0.0100942
257098: 0.00347633
257316: 0.000178271
258756: 0.0010717
259050: 0.00118551
259084: 0.000252942
259435: 0.00154625
259532: 0.00154625
261273: 0.0031973
261460: 0.0269486
261697: 0.00088143
261993: 0.00398023
262589: 0.000920694
262933: 0.0105638
263091: 0.000277721
263476: 0.000894117
264209: 0.00346578
264290: 0.005225
264303: 0.0102335
264582: 0.000413259
264757: 0.00152042
264796: 0.00145592
264950: 0.00870408
264964: 0.00496009
265083: 0.0106197
265258: 0.00786467
265537: 0.00118352
265548: 0.00015794
265571: 0.000184272
265586: 0.000362658
266016: 0.00426325
266197: 0.00238616
266484: 0.0013406
266798: 0.0024995
267705: 0.000538977
268287: 0.0078853
269055: 0.0109162
269142: 0.00580303
269315: 0.000833082
269441: 0.00104971
269604: 0.00332195
269757: 0.00528098
269946: 0.00207688
270263: 0.00364592
270602: 0.00119071
270982: 0.00153882
271030: 0.00227241
271597: 0.00050911
271950: 0.000755744
271966: 0.0015322
272569: 0.00461997
272856: 0.00742173
273319: 0.0241511
273436: 0.00316555
273437: 0.00240451
273543: 0.00341325
273547: 0.000402292
273555: 0.0137263
273621: 0.00107221
274116: 0.00927397
274137: 0.00126704
274260: 0.000379788
274301: 0.00277196
274303: 0.000419454
274368: 0.000559266
274483: 0.00191783
274771: 0.0018746
275009: 0.00333005
275187: 0.00683899
275297: 0.012588
275390: 0.000324748
275436: 0.00389058
275454: 0.00138224
275549: 0.00470731
276085: 0.000888361
276351: 0.00195266
276447: 0.0170114
276773: 0.00290726
276785: 0.00220223
276834: 0.000492123
276866: 0.00113504
277010: 0.00278218
277295: 0.000801268
277398: 0.00139707
277452: 0.000116429
277495: 0.000130494
277858: 0.00295542
277952: 0.000513855
279585: 0.00081929
279685: 6.88605e-06
280570: 0.00157738
280741: 0.000582922
281811: 0.00159974
282450: 0.0340376
282460: 0.00769252
282462: 0.00102227
282998: 0.00193846
284533: 0.000382145
284707: 0.00291331
284732: 0.000170297
285096: 0.0124469
285106: 0.00311111
285110: 0.000924503
285120: 0.000454359
285159: 0.000443536
285189: 0.000403009
285343: 0.00269755
285354: 5.68108e-05
285381: 0.00197316
285478: 0.00209365
285710: 0.000820568
285956: 0.00102337
286312: 0.000359837
286317: 0.00448046
286318: 0.000955122
286413: 0.00318107
286526: 0.000750303
286537: 0.00297244
286542: 0.00384101
286696: 0.000474242
286765: 0.00664024
286775: 0.00314468
286818: 0.0015517
287017: 0.000742261
287291: 0.00256343
287568: 0.000526202
287801: 0.000121781
287831: 0.0030789
287863: 0.000354794
287864: 0.000500944
287866: 0.00168777
287952: 0.000743004
288106: 0.00189259
288134: 0.00126288
288226: 0.00556478
288257: 0.00246247
288276: 0.00276968
288446: 0.00389044
288448: 0.00315044
288454: 0.00585413
288459: 0.00255595
288487: 0.00572313
288496: 0.00767803
288505: 0.00305754
288521: 0.00642581
288526: 0.00686858
288541: 0.00479616
288694: 0.0067782
290112: 0.00335785
290327: 0.0148099
290563: 0.00376691
290623: 0.0028683
290909: 0.00645569
291268: 0.00045878
291339: 0.00348516
291342: 0.000411021
291626: 0.00151972
291686: 0.000196041
292222: 0.00049249
292259: 0.0059051
292382: 0.000515112
292444: 9.66382e-05
292484: 0.00108839
292743: 2.61651e-05
292887: 0.00101969
293321: 0.00354404
293355: 0.00340601
293861: 0.00458111
294149: 0.000731106
294229: 0.00328001
294253: 0.00440802
294400: 0.00176898
294682: 0.00158655
294894: 0.0285595
294897: 0.000251579
294928: 0.0120786
295389: 0.00516967
295421: 0.00154625
295426: 0.00210289
295981: 0.00185418
296352: 0.00187567
296399: 0.000252942
296630: 0.000462154
296634: 0.0018274
296881: 0.00910837
297078: 0.00257174
297096: 0.00123851
297385: 0.00235762
298012: 0.00213884
298485: 0.000999195
298534: 0.00258811
298642: 0.000559819
298885: 0.00203119
299134: 0.00208935
299549: 0.000767695
299706: 0.00169552
299967: 0.00372265
300033: 0.000262637
300068: 0.00124994
300208: 0.00144783
300231: 0.00187187
300268: 0.00302716
300560: 0.000484523
300584: 0.000458927
300594: 0.00243821
300749: 0.000159587
300834: 0.00323156
300927: 0.000957614
301060: 0.000874761
301263: 0.000269563
301736: 0.00142078
301864: 0.00265791
301933: 0.000296889
302015: 8.65764e-05
302020: 0.00413051
302109: 0.0030086
302224: 0.00351441
302298: 0.00590276
302395: 0.000643478
302464: 0.00223994
302695: 0.00242874
302762: 0.000513855
303143: 0.000370092
303261: 0.00134801
303376: 0.000937231
303749: 0.0119891
304258: 0.00157738
304315: 0.00300989
304875: 0.0029998
305050: 0.000698125
305083: 0.002362
305553: 0.00123592
305564: 0.000712655
305567: 0.00415829
305605: 0.00155606
306552: 0.000336315
306671: 0.000178271
306778: 0.00113705
306913: 0.000802972
307315: 0.0104787
307455: 0.00344853
307540: 0.000237421
307591: 0.00184354
307724: 0.00116152
308061: 0.000617196
308201: 0.00160463
308284: 0.00122576
308590: 0.00103952
308698: 0.00183344
308701: 0.000413604
308722: 0.000299132
308915: 0.00139888
309257: 0.00220177
309527: 0.000264314
310142: 0.00157738
310314: 0.00359795
310564: 0.00314836
310698: 0.00126144
310799: 0.000395676
311065: 0.00261761
311259: 0.00146333
311358: 0.000968214
311505: 0.000543481
312646: 0.0105836
312903: 0.000484523
313461: 0.00232552
313503: 0.000330727
313650: 0.00291673
313998: 7.02575e-05
314201: 0.00629239
314407: 0.00187121
314927: 0.00186146
314993: 0.00337425
315077: 0.000945932
315794: 0.00478563
316559: 0.000586453
316617: 0.000390355
316697: 0.0018746
316723: 0.00057196
316725: 0.00226829
316755: 0.00201656
317392: 0.000685628
317400: 0.00496636
317443: 0.00132554
317730: 0.00073914
318040: 0.000211104
318060: 0.00193474
318083: 0.00400776
318094: 0.00986193
318138: 0.00108482
318185: 0.000957614
318350: 0.00221863
318360: 0.000833082
318543: 0.00165649
318620: 0.00135794
318918: 0.00149187
318966: 0.00300886
319442: 0.0116702
319563: 0.0197839
319659: 0.000665004
319730: 0.000593769
319971: 0.000386745
320082: 0.00216291
321199: 0.00209543
321552: 0.00199772
321943: 0.00300612
321991: 0.00708317
322010: 0.00233214
322394: 0.00181561
322582: 0.000818011
323135: 0.00319125
323298: 0.00178329
323691: 0.00263999
323721: 0.000193029
323777: 0.0166737
324141: 0.00178729
324949: 0.0144559
325329: 0.049145
325496: 0.000397135
326123: 0.0371121
326155: 0.00114726
326510: 0.00186116
326849: 0.00368867
326913: 0.00105841
327083: 0.000732568
327103: 0.00152839
327270: 0.0038999
327457: 0.00125642
327612: 0.00191763
328029: 0.00380059
328699: 0.00614196
329006: 0.00116468
329743: 0.00104202
330130: 0.0038503
330213: 0.000159587
330282: 0.00530644
330316: 0.00331319
330541: 0.00100041
330788: 0.00272835
330879: 0.00098011
330923: 0.000755374
331593: 0.00112894
331631: 0.000462357
331936: 0.00105167
332444: 0.00179648
332695: 0.00261301
332730: 0.00121566
332769: 0.00168885
332887: 0.000490835
333058: 0.00179915
333250: 0.00149752
333333: 0.00043765
333341: 0.000237421
333483: 0.00223989
333768: 0.00245354
334010: 0.00133005
334022: 0.00215302
334045: 0.000758132
334765: 0.000147078
334989: 0.00279156
335264: 0.000849218
335298: 0.000940466
335326: 0.000465982
335382: 0.0052178
335446: 0.00221469
335605: 0.00211948
335686: 0.000105616
335851: 0.000415864
335941: 0.00335196
337011: 0.000279538
337236: 0.000479596
338052: 0.00449012
338064: 0.00130579
338309: 0.000582922
338551: 0.000368557
338601: 0.000723652
338770: 0.000348078
339060: 0.000957614
340321: 0.0118708
340481: 0.00091744
340546: 0.00114328
340661: 0.00205375
340759: 0.000108077
341084: 0.000121727
341863: 0.00241118
341957: 0.00294649
341969: 0.00123757
341975: 0.000916033
342078: 0.000437264
342127: 0.000322489
342324: 0.00151272
342726: 0.0012454
343524: 0.00228117
344782: 0.00215851
344783: 2.40049e-05
345117: 0.00603484
345354: 0.00508877
345414: 0.0109547
345439: 0.00144193
345488: 0.000942155
346245: 0.000584457
346260: 0.0110418
346271: 0.000117373
346287: 0.000117373
346381: 0.00703788
346721: 0.00454286
347053: 0.00851887
347105: 0.00167881
347403: 0.00121732
347756: 0.00430219
348119: 0.00201456
348322: 0.0249973
348369: 0.00232058
348627: 0.000373905
348645: 0.00688811
349189: 6.89396e-05
349208: 0.000653993
349303: 0.0373525
349312: 0.00225258
349407: 0.000502528
349732: 0.00304571
349915: 0.000557568
350573: 0.00060545
350614: 0.00298583
350876: 0.00160873
350939: 0.0185796
352039: 0.000772963
352308: 0.00182113
352986: 0.00144693
353202: 0.000651748
353859: 0.00150191
353986: 0.000159587
354192: 0.000364462
354414: 0.00524756
354418: 0.000413865
354987: 0.0113452
355039: 0.000595069
355055: 0.000556472
355250: 0.000931409
355735: 0.00193427
355736: 0.00342856
355737: 0.00347016
355841: 0.000117373
355842: 0.000117373
356566: 0.0080335
356627: 0.00182288
356878: 0.0075621
357429: 0.00226709
357674: 0.000777278
357826: 0.000539135
358016: 0.00141244
358236: 0.000759329
358322: 0.000531207
358584: 0.00165381
358882: 0.000376571
358933: 0.00731937
358965: 0.000413259
359532: 0.000205413
359551: 0.00809848
359729: 0.000525299
360175: 0.000389563
360283: 0.00256848
360694: 0.000237421
360788: 0.00286126
360889: 0.00313996
360984: 0.000937231
361262: 0.00115681
361368: 0.00256273
361491: 0.00866128
361510: 0.0130771
361722: 0.00870054
361741: 0.0179814
361866: 0.00204086
363194: 0.00163464
363342: 0.000454359
363358: 0.00126206
363366: 0.0057429
363594: 0.00245961
363697: 0.00200168
363734: 0.00286277
363770: 0.00332714
363804: 0.00176122
364338: 0.00222657
365513: 0.0484974
365870: 0.000389563
365920: 0.00137634
365944: 0.000233289
366024: 0.000343091
366612: 0.00229713
366646: 0.000515112
366700: 0.000515112
368391: 0.00287417
368660: 0.000809211
369471: 0.000293017
369685: 0.00268154
370229: 0.00427647
370320: 0.00389611
370815: 0.00243386
370872: 0.000227461
371291: 0.00120251
372656: 0.00142838
372874: 0.00606622
373667: 0.000252942
373805: 0.00458153
374039: 0.00554417
374370: 0.0017502
374715: 0.000645983
375271: 0.000651748
375466: 0.000753745
375474: 0.000621065
375479: 0.0049167
375603: 0.000159587
375665: 0.00127668
376259: 0.00526818
376796: 0.00143452
376818: 0.00431541
377152: 0.00104998
377630: 0.00134082
378022: 0.00529084
378050: 0.00168356
378117: 0.0145552
378404: 0.00134898
378618: 0.000278679
378900: 0.00250825
378916: 0.00151454
379878: 0.000957614
379881: 0.00177303
380522: 0.000268177
380660: 0.000957614
381013: 5.15066e-05
381053: 0.00518797
381447: 0.00460096
382033: 0.00326822
382342: 0.0149945
382466: 0.000831825
383003: 0.00301534
383043: 0.000448416
383256: 0.00415624
383687: 0.00976959
383705: 0.00164564
383899: 0.0013439
383972: 0.00183143
384138: 0.00312635
384273: 0.00240432
384298: 0.00256673
384414: 0.000196903
385275: 0.00209841
385836: 0.0143742
386408: 0.000555554
386461: 0.00330064
386540: 0.00162279
387130: 0.000462154
387514: 0.00084899
387700: 0.000854389
387788: 0.00109122
389605: 0.00084966
389637: 0.000217619
389836: 0.000112339
390399: 0.00177312
390875: 0.00987027
391273: 0.001626
391405: 0.000368557
391411: 0.000275831
391478: 0.00118196
392371: 0.00173169
392501: 0.00178413
393057: 0.00324814
393193: 0.00279004
393198: 0.0065194
393289: 0.00171029
393295: 0.00145641
393329: 0.00122307
395239: 0.000533237
397169: 0.00689444
397301: 0.00651944
397713: 0.00332553
397936: 0.000429474
398120: 0.00447721
398625: 0.000710609
398880: 0.000211104
399030: 0.000349485
399081: 0.000462154
399811: 0.000177192
399885: 0.000904357
399887: 0.00208407
399928: 0.00149562
399987: 0.00166021
399988: 0.00084554
400472: 0.000833082
401105: 0.0027066
401897: 0.00326119
402490: 0.00603401
402687: 0.0133848
402732: 0.000159587
403270: 0.00297091
403362: 0.00255495
403939: 0.000920694
404097: 0.000475702
404122: 0.00215179
404358: 0.00212774
404476: 0.00408338
404812: 0.0011425
405039: 0.000235738
405237: 0.00254282
405239: 0.00470649
405321: 0.000617133
406707: 0.018082
406810: 0.00170275
407014: 0.000811163
407018: 0.000957614
407034: 0.00089089
407241: 7.72798e-05
407324: 0.00916326
407938: 0.00235393
407950: 0.0154413
408102: 0.00150487
408131: 0.000971334
408623: 0.000108077
409184: 0.000957614
409624: 0.000595069
409668: 0.00137831
409674: 0.000559819
409795: 0.0011989
409850: 0.000957614
409932: 0.00375322
409938: 0.00355024
409993: 0.000541377
410115: 0.000962968
410132: 0.000923239
411013: 0.00173711
411296: 0.00383122
411659: 0.000494792
411746: 0.00756961
411893: 0.000497815
412033: 0.00107639
412295: 0.00343207
412916: 0.00292885
413425: 0.000237421
413774: 0.00858592
414189: 0.000513855
414743: 0.00151076
414916: 0.00157738
415167: 9.78437e-05
415365: 0.00566381
415632: 0.00249263
415675: 0.00219985
416106: 0.0069845
416194: 0.000612768
416595: 0.00205709
416813: 0.00577879
417269: 0.000413259
417374: 0.000205413
417776: 0.00148546
417934: 0.0011598
418030: 0.00132639
418118: 0.000161737
419136: 0.0017937
419316: 0.00046872
419342: 0.0139703
419482: 0.00140208
419808: 0.00314764
420045: 0.00185829
420342: 0.00181144
420469: 0.000415864
420724: 0.00221469
421058: 0.00248262
421089: 0.000916033
421098: 0.00122568
421482: 0.00121341
421853: 0.0128897
422014: 0.00316183
422017: 0.00443414
422366: 0.00415695
422576: 0.00101499
422784: 0.00106538
422814: 0.00098324
422902: 0.00265571
423341: 0.00540015
423364: 0.000413259
423554: 0.00947966
423731: 0.00576276
423898: 0.000406549
423941: 0.00520504
424253: 0.00434197
424305: 0.00377122
424362: 0.00133855
424443: 0.000262637
424537: 0.00227759
424589: 0.0144812
425140: 0.00162751
425160: 0.00396965
425202: 0.00082548
426504: 0.00531485
427080: 0.00342044
427097: 0.000727123
427106: 0.00555915
427114: 0.00862217
427298: 0.00215871
427439: 0.000349485
427559: 0.0046883
427867: 0.000966045
428336: 0.00204095
428364: 0.00750104
428379: 0.00088143
428633: 0.00315362
428732: 0.00213431
428792: 0.00302759
428989: 0.000691733
429241: 0.0106382
429448: 0.00347385
429471: 0.000252942
429472: 0.00247973
429911: 0.000177192
430029: 0.00317393
430338: 0.00763727
431449: 0.00260622
431614: 0.00309055
432006: 0.00893387
432165: 0.000321086
432253: 0.000797571
432612: 0.00788926
432662: 0.0158271
432912: 0.00066971
433083: 0.00196704
433172: 0.00186512
433890: 0.00144623
434224: 0.000443712
435143: 0.00186421
435857: 0.00399011
435858: 0.0197858
435859: 0.00295656
435958: 0.000641907
436162: 0.000777002
437090: 0.00166314
437107: 0.000164072
437555: 0.00365786
437888: 0.000494425
438022: 0.00904356
438819: 0.00162639
439002: 0.00244383
439057: 0.00297938
439355: 0.00231143
440197: 0.000413259
440740: 0.000637797
440918: 0.000211265
441394: 0.00136983
441410: 0.00044117
441504: 0.00646077
441872: 0.00297356
441957: 0.000193029
442140: 0.00227271
442415: 0.000822277
442448: 0.00203603
442674: 0.00304143
443400: 0.00134748
444049: 0.000445169
444256: 0.00136143
444527: 0.0015638
444645: 0.00169309
445105: 0.00138376
445583: 0.00174413
445643: 0.00184105
445959: 0.00730662
446783: 0.000238221
447207: 0.00373273
447288: 0.000466073
448312: 0.00229687
448467: 0.00270729
448512: 0.00144693
449408: 0.00323006
450367: 0.000707151
450908: 0.00030814
451183: 0.000796764
451755: 0.000379846
451805: 0.00470084
451812: 0.00458691
452427: 0.0443682
453021: 0.000534381
453048: 0.00542032
453275: 0.00267219
453899: 0.00170527
454322: 0.000832597
454483: 0.000479596
454486: 0.00754474
454544: 0.00308977
454939: 0.000193029
455086: 0.00214252
455317: 0.00194343
455365: 0.00929375
455410: 0.00431862
455646: 0.00334612
456366: 0.000314804
458290: 0.00955017
459018: 0.0026044
459385: 0.000833082
459596: 0.002273
459612: 0.000415864
459876: 0.00157738
460211: 0.000902622
460442: 0.0015813
460452: 0.00111491
461601: 0.0016622
461771: 0.00239462
461876: 0.000193029
462012: 0.000515112
462515: 0.000965284
462803: 0.000937231
463061: 0.00103656
463434: 0.000957614
463473: 0.00165772
464067: 0.000177192
464801: 2.40049e-05
465931: 0.00450617
466299: 0.00474776
466381: 0.00102768
466784: 0.000108077
466854: 0.00127052
466855: 0.000131936
466920: 0.000484895
466931: 0.000268177
467693: 0.0038528
467819: 0.000632067
468102: 0.00292826
468345: 0.0034702
468355: 0.00165457
468431: 0.0162313
468463: 0.0017361
468558: 0.000117373
468631: 0.0181643
468635: 0.0042368
468997: 0.0150138
469005: 0.000609798
469329: 0.0021496
469631: 0.0029462
469861: 0.00728994
469879: 0.000287543
471260: 0.00973286
471844: 0.0073718
471865: 0.000252942
471938: 0.0001756
471981: 0.00971735
473342: 0.00123853
473498: 0.00090892
474172: 0.00372979
474213: 0.00056964
474231: 0.00190688
475153: 0.0027763
476088: 0.00145529
476148: 0.00066941
476362: 0.00300324
476465: 0.000211104
477032: 6.90856e-05
477081: 0.00108244
477493: 0.000469904
477602: 0.00113754
478325: 0.000697671
478962: 0.000323133
479125: 0.00206367
479337: 0.00026124
479520: 0.000436598
479553: 0.000578293
479559: 0.00108346
479587: 0.00593554
479916: 0.000769971
480000: 0.0176195
480242: 0.001844
480290: 0.00171826
480939: 0.00225907
481212: 0.00309981
481213: 0.0112005
481262: 0.00234465
481294: 0.00130174
481447: 0.000413259
481568: 0.00335655
481585: 0.000306441
481607: 0.00454797
481662: 0.00135767
481803: 0.00116448
481805: 0.00116448
481851: 0.00150593
483198: 0.00250824
483321: 0.00181807
483463: 0.00197091
483481: 0.00401148
483713: 0.000352376
483974: 0.00280928
484364: 0.00341477
485162: 0.00543402
485929: 0.000814484
486512: 0.00260357
486530: 0.00495504
486547: 0.00737271
486713: 0.00241118
487835: 0.000653916
489193: 0.000287978
489831: 0.00110604
491357: 0.00132066
491650: 0.00260744
491851: 0.00432594
491918: 0.00117322
491961: 0.00093057
492313: 0.000783545
493604: 0.000251579
493657: 0.00044868
493793: 0.0255955
493820: 0.00592311
493990: 0.00238828
494168: 0.000406436
494629: 0.00184307
494657: 0.00358794
494665: 0.00332811
494671: 0.000915041
494681: 0.00120311
494753: 0.00104505
496064: 0.00646892
497098: 0.0029009
497871: 5.15066e-05
498157: 0.00395557
498676: 0.00157631
498922: 0.00026124
498969: 0.000784886
498975: 0.00194955
499217: 0.00114857
500638: 0.00482775
501016: 0.00640768
502693: 0.000689982
503249: 0.00389784
504075: 0.00128226
505232: 0.000219315
505244: 0.000215618
505252: 0.0104667
505979: 0.000920694
506419: 0.00297695
507104: 0.00107733
507285: 0.00164243
507669: 0.00659632
507970: 0.0027939
508166: 0.00387281
508384: 0.00950413
508518: 0.000177192
508912: 0.000645343
509070: 0.00482552
509334: 0.000592566
509486: 0.000528243
509785: 0.00338409
509924: 0.000681704
510157: 0.000957614
510680: 0.00116929
510787: 0.00141991
510930: 0.00069309
510981: 0.00276713
511444: 0.000448416
511574: 0.00151811
511730: 0.00558517
511790: 0.00157769
511942: 6.89396e-05
512231: 0.00134789
512673: 2.40049e-05
512996: 0.00447903
513337: 0.000462154
513797: 0.00490201
513836: 0.000121727
513883: 0.00045171
514067: 0.00452638
514422: 0.00211558
514444: 0.00273746
514888: 0.00235776
514933: 0.00155012
515685: 0.000177192
515789: 0.00268773
515912: 0.000916617
516115: 0.00126693
518112: 0.000237421
518796: 0.00248696
519300: 0.0143155
519318: 0.00213431
519323: 0.000747846
519437: 0.00287795
519691: 0.00245608
519780: 0.0032609
519838: 0.000193464
520364: 0.00232688
520449: 0.0041926
520456: 0.000823512
520487: 0.00195654
520493: 0.00214436
520506: 0.0029658
520568: 0.00132638
520777: 0.00134554
521060: 0.000456419
521181: 0.00115553
521460: 0.00119415
521590: 0.00269747
521687: 0.000413259
521770: 0.00522959
521804: 0.000710326
522061: 0.00566789
522294: 0.00349265
522676: 0.00385826
523144: 0.00603998
523753: 0.000167497
524024: 0.00553967
524306: 0.0021651
524319: 0.00245585
524509: 0.00637782
524597: 0.00142323
525369: 0.000455261
525428: 0.000822563
525560: 0.00162333
525824: 0.00671127
526054: 0.0117363
526224: 0.0024139
526369: 0.00366604
526458: 0.00159957
526480: 0.0110942
526913: 0.00343646
527094: 0.000645316
527831: 0.000170297
528514: 0.00542812
528699: 0.0126291
528972: 0.000524984
529262: 0.00590749
529269: 0.00249656
529314: 0.010165
529361: 0.000794802
529515: 0.00160276
529536: 0.000766165
530255: 0.000920694
530574: 0.00219576
530869: 0.00216387
531104: 2.82664e-05
532070: 0.000713038
532623: 0.0152496
533278: 0.000528243
533442: 0.00217822
533493: 0.0019969
533867: 0.0021368
534322: 0.000699193
534366: 0.050518
534478: 0.00214987
534672: 0.00125536
534704: 0.00159114
534852: 0.000362658
534995: 0.00325617
536313: 0.00313696
536496: 0.000448416
536576: 0.00128757
536717: 0.000456747
536846: 0.000559819
537406: 0.00117295
537442: 0.0124109
537930: 0.0106771
537956: 0.000177192
538014: 0.000719271
538178: 0.000559819
538484: 0.00406224
539368: 0.0148225
539578: 0.00133557
539915: 0.00437207
540281: 0.000275918
541239: 0.00572085
541428: 0.00114406
541572: 0.0033909
541927: 0.00277912
542056: 0.000243325
542192: 0.00280738
542606: 0.00144572
542936: 4.26668e-05
543224: 0.000854097
543231: 0.0101793
543816: 0.000404929
543940: 0.00172506
544080: 0.000397928
544373: 0.00242093
544499: 0.000878585
544818: 0.00245957
545210: 0.0134949
545212: 0.00416926
545268: 0.00232222
545811: 0.00174474
546867: 0.0052094
548115: 0.00299389
548596: 0.00429874
548721: 0.00133149
549118: 0.00144518
550212: 0.00839468
550790: 0.00050675
550958: 0.00138312
551271: 0.000159587
551827: 0.00448139
551953: 0.0132855
551989: 0.00125917
552679: 0.00103791
552717: 0.00695444
552921: 0.000548562
554571: 0.0013437
554643: 0.000227461
554989: 3.97653e-05
555103: 0.000219315
555560: 0.000979447
555928: 0.000775378
556303: 0.00521627
556323: 0.00161676
556628: 6.04689e-05
556700: 0.00121324
557202: 0.00093959
558216: 0.000934675
558974: 0.0018719
559387: 0.000403159
560613: 0.000251579
561384: 0.00170638
561938: 0.00015794
563355: 0.00157738
563960: 0.00206489
564195: 0.00101231
564289: 0.000750486
564579: 0.000211104
565328: 0.00209238
566158: 0.000502528
566387: 0.000479596
566411: 0.000479596
566699: 0.0168903
567578: 0.000217178
567852: 0.0124638
568963: 0.00015794
569005: 0.00962675
569201: 0.0018218
569350: 0.0109942
569393: 0.000159587
569407: 0.000159587
569469: 0.0032183
569472: 0.000159587
569485: 0.000159587
569682: 0.000159587
569991: 0.000315206
570027: 0.000676434
570036: 0.0259358
570838: 0.00219049
571012: 0.000379054
571200: 0.0013847
571395: 0.000389563
571675: 0.00131582
571791: 0.00173083
571903: 0.001936
572591: 0.000431633
572657: 0.00382487
572963: 0.000528243
574163: 0.000925681
576462: 0.0002677
576602: 0.0132563
577771: 0.00633414
578014: 0.000131202
578052: 0.000717656
578631: 0.00046137
579327: 0.00748983
579635: 0.00367015
580279: 0.00319582
580494: 0.00108616
580812: 0.000237421
581114: 0.00218325
581172: 0.00159119
582055: 0.00164817
582394: 0.00127402
583079: 0.000930685
583207: 0.000685944
583214: 0.000251579
583882: 2.40049e-05
584306: 0.00147858
584549: 0.000219315
585363: 0.00477891
585431: 0.00295579
585732: 0.000211104
585762: 0.00819017
585770: 0.00282242
586049: 0.000827263
589211: 0.000165218
589696: 0.00238565
589769: 0.000456747
590274: 0.000456747
590402: 0.0040217
591376: 0.00105824
591645: 0.00147248
592613: 0.000664429
592656: 0.0174226
592814: 0.00172494
593233: 0.000304565
593786: 0.00126547
593806: 0.0144928
593850: 0.000445725
594037: 0.00615506
594606: 0.00276323
595809: 0.00118225
596137: 0.000341041
596602: 0.00119118
596745: 0.000119191
596871: 0.0102445
599357: 0.000119191
599857: 0.000889108
599901: 0.00282061
600728: 0.000665715
601188: 0.000269563
601279: 0.000251579
601774: 0.00199187
602787: 0.000502528
604231: 0.000727146
604254: 0.00157738
604725: 0.000479596
604727: 0.0103145
605541: 0.0051395
605581: 0.00771388
606295: 0.000903139
608685: 0.00167157
608988: 0.00109574
610868: 0.00311045
611075: 0.0011903
611183: 0.000974296
611301: 0.00178759
611306: 0.00426755
611819: 0.000887181
612432: 0.000506627
612952: 0.000431633
613045: 0.000251579
613646: 0.000117373
613664: 0.000268848
613716: 0.000343091
613784: 0.00200689
614012: 0.00181955
614614: 0.000459511
614836: 0.00157738
615032: 0.0550688
615135: 0.000515112
615267: 0.00168008
615316: 0.00114909
615393: 0.000448416
615567: 0.000850248
615935: 0.000108077
616243: 0.000549767
616886: 0.000167804
616898: 0.00157738
617170: 0.000252942
617434: 0.00210553
617754: 0.00390944
618820: 0.000587747
619009: 0.0123737
619756: 0.000373129
621188: 0.000738674
621844: 0.00448886
622402: 0.00141978
622927: 0.000159587
623077: 0.00242634
623322: 0.00192004
623990: 0.00207578
624806: 0.00219006
625425: 0.000287206
625453: 0.0012567
626514: 0.00137256
626855: 0.00396878
626959: 0.00102086
627085: 0.00021245
627586: 0.000495015
627608: 0.00524317
628391: 0.00203845
629026: 0.000413259
629028: 0.00144108
630204: 0.000502528
630497: 0.000479596
630757: 0.00343594
630770: 0.00667282
631618: 0.00548147
632068: 0.0023956
632369: 0.00186332
632475: 0.00102255
633532: 0.000622236
633734: 0.00780035
633934: 0.00129552
634632: 0.00150854
635041: 0.00165834
635388: 0.000366332
635752: 0.0015589
636268: 0.00129314
636344: 0.00132816
637412: 0.00118652
638248: 0.000905576
638514: 0.00333087
639157: 0.00190434
639353: 0.00157738
639628: 0.0030828
639653: 0.00117123
639842: 0.000678182
640786: 0.000211104
641975: 0.00758247
642748: 0.000826926
644341: 0.000661452
644412: 0.00205409
